"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"41580","Mir29b-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41581","Mir29b-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41582","Mir29c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41583","Mir300",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41584","Mir301",0,1.07,1.34,3.94,0,0.7,0,0,0.9,-0.36,-2.86,0.15755,NA
"41585","Mir301b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41586","Mir302a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41587","Mir302b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41588","Mir302c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41589","Mir302d",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41590","Mir3057",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41591","Mir3058",0,0,0,0,0,1.41,0,0.68,0.3,0.05,1.07,0.75824,NA
"41592","Mir3059",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41593","Mir3060",3.56,6.43,1.34,9.18,0.67,1.41,1.79,1.35,3.2,-0.68,-2.01,0.04469,0.09334
"41594","Mir3061",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41595","Mir3062",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41596","Mir3063",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41597","Mir3064",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41598","Mir3065",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41599","Mir3066",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41600","Mir3067",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41601","Mir3068",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41602","Mir3069",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41603","Mir3070a",1.78,7.5,9.36,9.18,0.67,1.41,0,3.38,4.2,-0.89,-2.33,0.0177,0.04234
"41604","Mir3070b",1.78,4.29,0,1.31,0.67,0,0,0.68,1.1,-0.34,-2.38,0.1884,0.30166
"41605","Mir3071",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41606","Mir3072",7.13,2.14,1.34,0,0,0,0,0,1.3,-0.67,-4.27,0.03252,0.07123
"41607","Mir3073a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41608","Mir3073b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41609","Mir3074-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41610","Mir3074-2",0,0,1.34,0,0,0,0,0.68,0.3,-0.04,-0.89,0.80151,NA
"41611","Mir3075",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41612","Mir3076",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41613","Mir3077",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41614","Mir3078",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41615","Mir3079",0,0,1.34,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"41616","Mir3080",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41617","Mir3081",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41618","Mir3082",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41619","Mir3083",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41620","Mir3084-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41621","Mir3084-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41622","Mir3085",1.78,0,0,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"41623","Mir3086",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41624","Mir3087",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41625","Mir3088",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41626","Mir3089",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41627","Mir3090",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41628","Mir3091",57.02,41.78,28.08,43.29,8.73,14.05,17,18.92,28.6,-1.24,-1.53,3e-05,0.00015
"41629","Mir3092",0,0,0,0,0.67,0,0,0,0.1,-0.01,-0.17,0.9623,NA
"41630","Mir3093",0,1.07,1.34,1.31,0.67,0,0,0,0.5,-0.2,-2.11,0.35892,NA
"41631","Mir3094",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41632","Mir3095",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41633","Mir3097",0,1.07,0,2.62,0,0,0,0,0.5,-0.17,-2.8,0.36532,NA
"41634","Mir3098",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41635","Mir3099",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41636","Mir30a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41637","Mir30b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41638","Mir30c-1",0,2.14,0,0,0,0,0,0.68,0.4,-0.07,-1.49,0.66749,NA
"41639","Mir30c-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41640","Mir30d",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41641","Mir30e",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41642","Mir30f",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41643","Mir31",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41644","Mir3100",7.13,3.21,2.67,2.62,0,2.11,0.89,0,2.3,-0.6,-2.38,0.06354,0.12539
"41645","Mir3101",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41646","Mir3102",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41647","Mir3103",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41648","Mir3104",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41649","Mir3105",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41650","Mir3106",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41651","Mir3107",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41652","Mir3108",0,0,0,0,0,0,0.89,0,0.1,-0.01,-0.17,0.9623,NA
"41653","Mir3109",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41654","Mir3110",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41655","Mir3112",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41656","Mir3113",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41657","Mir32",0,0,0,3.94,2.69,0,0,0,0.8,-0.04,-0.54,0.84241,NA
"41658","Mir320",1.78,0,2.67,0,0,0.7,0,0,0.6,-0.19,-2.3,0.35616,NA
"41659","Mir322",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41660","Mir323",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41661","Mir324",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41662","Mir325",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"41663","Mir326",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41664","Mir327",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41665","Mir328",1.78,2.14,2.67,0,0,3.51,0.89,4.06,1.9,0.07,0.37,0.79052,0.86451
"41666","Mir329",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41667","Mir33",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41668","Mir330",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41669","Mir331",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41670","Mir335",0,0,2.67,0,0,0,0,0,0.3,-0.11,-2.39,0.49712,NA
"41671","Mir337",0,2.14,1.34,0,0,0,0,1.35,0.6,-0.1,-1.33,0.60237,NA
"41672","Mir338",3.56,3.21,2.67,3.94,1.34,0,0,0,1.8,-0.73,-3.21,0.03341,0.07282
"41673","Mir339",0,4.29,0,2.62,0,2.81,0.89,0.68,1.4,-0.11,-0.72,0.65614,0.7634
"41674","Mir340",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41675","Mir341",12.47,2.14,4.01,5.25,0,2.81,0,0,3.3,-0.88,-3.03,0.02007,0.04725
"41676","Mir342",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41677","Mir343",0,0,0,1.31,0.67,0,0,0,0.2,-0.04,-0.89,0.80151,NA
"41678","Mir344",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41679","Mir344-2",1.78,0,1.34,1.31,0,0,0,1.35,0.7,-0.16,-1.58,0.47257,NA
"41680","Mir344b",0,0,0,0,2.69,1.41,0,0,0.5,0.13,2.05,0.49638,NA
"41681","Mir344c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41682","Mir344d-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41683","Mir344d-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41684","Mir344d-3",0,0,0,0,0,0.7,0,0,0.1,-0.01,-0.17,0.9623,NA
"41685","Mir344e",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41686","Mir344f",0,2.14,1.34,0,2.69,2.11,0,0.68,1.1,0.08,0.58,0.73326,0.8221
"41687","Mir344g",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41688","Mir344h-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41689","Mir344h-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41690","Mir344i",0,0,0,1.31,2.01,0,1.79,0,0.6,0.1,1.2,0.62826,NA
"41691","Mir345",5.35,0,0,1.31,0,0,0.89,0,0.9,-0.29,-2.85,0.21192,NA
"41692","Mir346",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41693","Mir3470a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41694","Mir3470b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41695","Mir3471-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41696","Mir3471-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41697","Mir3472",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41698","Mir3473a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41699","Mir3473b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41700","Mir3473c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41701","Mir3473d",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41702","Mir3473e",0,1.07,0,0,0,0.7,0,0,0.2,-0.04,-0.89,0.80151,NA
"41703","Mir3473f",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41704","Mir3473g",1.78,0,0,0,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"41705","Mir3474",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41706","Mir3475",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41707","Mir34a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41708","Mir34b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41709","Mir34c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41710","Mir350",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"41711","Mir351",0,0,0,1.31,1.34,0,0,0.68,0.4,0.02,0.32,0.90828,NA
"41712","Mir3535",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41713","Mir3544",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41714","Mir3547",0,0,0,0,0,1.41,0,0,0.2,0.03,0.57,0.87232,NA
"41715","Mir3569",1.78,0,1.34,0,0,0,0,0,0.4,-0.13,-2.43,0.46309,NA
"41716","Mir3572",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41717","Mir361",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41718","Mir362",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41719","Mir3620",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41720","Mir363",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41721","Mir365-1",0,3.21,0,2.62,0,0,0,0,0.7,-0.28,-3.47,0.18921,NA
"41722","Mir365-2",0,0,0,1.31,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"41723","Mir367",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41724","Mir369",1.78,0,1.34,1.31,0,0,0.89,0,0.7,-0.23,-2.28,0.30172,NA
"41725","Mir370",0,0,0,0,0,0.7,0,0,0.1,-0.01,-0.17,0.9623,NA
"41726","Mir374b",0,1.07,1.34,3.94,0.67,0.7,2.68,0,1.3,-0.12,-0.73,0.63633,0.74786
"41727","Mir374c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41728","Mir375",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41729","Mir376a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41730","Mir376b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41731","Mir376c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41732","Mir377",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41733","Mir378a",0,2.14,0,0,0,0.7,0,0,0.4,-0.07,-1.49,0.66647,NA
"41734","Mir378b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41735","Mir378c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41736","Mir378d",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41737","Mir379",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41738","Mir380",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41739","Mir381",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41740","Mir382",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41741","Mir383",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41742","Mir384",0,0,0,0,0,0,0.89,1.35,0.3,0.06,1.17,0.73729,NA
"41743","Mir3960",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41744","Mir3961",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41745","Mir3962",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41746","Mir3963",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41747","Mir3964",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41748","Mir3965",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41749","Mir3966",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41750","Mir3967",0,0,0,0,1.34,0,0,0,0.2,0.02,0.52,0.8825,NA
"41751","Mir3968",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41752","Mir3969",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41753","Mir3970",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41754","Mir3971",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41755","Mir409",0,0,0,0,0.67,0,0,0,0.1,-0.01,-0.17,0.9623,NA
"41756","Mir410",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41757","Mir411",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41758","Mir412",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41759","Mir421",14.26,2.14,1.34,2.62,0.67,1.41,0,1.35,3,-0.7,-2.46,0.04184,0.08829
"41760","Mir423",0,0,2.67,1.31,0.67,0.7,0,0.68,0.8,-0.11,-0.93,0.6308,NA
"41761","Mir425",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41762","Mir429",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41763","Mir431",5.35,5.36,8.02,10.49,0,0.7,0,0.68,3.8,-2.23,-4.33,0.00058,0.00209
"41764","Mir432",0,0,0,0,0,0,2.68,0.68,0.4,0.09,1.73,0.59447,NA
"41765","Mir433",12.47,23.57,28.08,22.3,1.34,4.22,0.89,2.03,11.9,-2.93,-3.34,1.47122245314447e-07,1.07863247174332e-06
"41766","Mir434",5.35,2.14,5.35,1.31,1.34,2.81,2.68,0,2.6,-0.26,-1.04,0.3468,0.48268
"41767","Mir448",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41768","Mir449a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41769","Mir449b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41770","Mir449c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41771","Mir450-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41772","Mir450-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41773","Mir450b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41774","Mir451a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41775","Mir451b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41776","Mir452",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41777","Mir453",3.56,2.14,4.01,1.31,0,0.7,0,0,1.5,-0.79,-3.62,0.02479,0.05659
"41778","Mir455",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41779","Mir463",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41780","Mir465",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41781","Mir465b-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41782","Mir465b-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41783","Mir465c-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41784","Mir465c-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41785","Mir465d",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41786","Mir466",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41787","Mir466b-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41788","Mir466b-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41789","Mir466b-3",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41790","Mir466b-4",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41791","Mir466b-5",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41792","Mir466b-6",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41793","Mir466b-7",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41794","Mir466b-8",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41795","Mir466c-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41796","Mir466c-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41797","Mir466d",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41798","Mir466e",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41799","Mir466f-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41800","Mir466f-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41801","Mir466f-3",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41802","Mir466f-4",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41803","Mir466g",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41804","Mir466h",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41805","Mir466i",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41806","Mir466j",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41807","Mir466k",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41808","Mir466l",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41809","Mir466m",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41810","Mir466n",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41811","Mir466o",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41812","Mir466p",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41813","Mir466q",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41814","Mir467a-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41815","Mir467a-10",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41816","Mir467a-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41817","Mir467a-3",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41818","Mir467a-4",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41819","Mir467a-5",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41820","Mir467a-6",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41821","Mir467a-7",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41822","Mir467a-8",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41823","Mir467a-9",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41824","Mir467b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41825","Mir467c",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41826","Mir467d",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41827","Mir467e",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41828","Mir467f",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41829","Mir467g",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41830","Mir467h",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41831","Mir468",0,2.14,5.35,1.31,0.67,0,0.89,0,1.3,-0.41,-2.61,0.13001,0.22421
"41832","Mir470",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41833","Mir471",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41834","Mir483",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"41835","Mir484",0,1.07,0,0,0,0,1.79,0,0.4,0,0,0.99964,NA
"41836","Mir485",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41837","Mir486",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41838","Mir487b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41839","Mir488",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41840","Mir489",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41841","Mir490",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41842","Mir491",0,3.21,2.67,0,0,0,0,0,0.7,-0.29,-3.48,0.18691,NA
"41843","Mir493",0,1.07,0,0,0,0.7,0,0,0.2,-0.04,-0.89,0.80151,NA
"41844","Mir494",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41845","Mir495",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41846","Mir496a",0,0,0,1.31,0,0,0,0,0.2,-0.08,-1.61,0.64874,NA
"41847","Mir496b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41848","Mir497",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41849","Mir497b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41850","Mir499",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41851","Mir500",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41852","Mir501",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41853","Mir503",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41854","Mir504",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41855","Mir5046",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41856","Mir505",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41857","Mir509",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41858","Mir5098",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41859","Mir5099",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41860","Mir5100",0,0,1.34,0,0,0,0,0.68,0.3,-0.04,-0.89,0.80151,NA
"41861","Mir5101",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41862","Mir5103",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41863","Mir5104",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41864","Mir5106",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41865","Mir5107",0,1.07,0,0,0,0,0,0,0.1,-0.08,-1.61,0.64874,NA
"41866","Mir5108",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41867","Mir511",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41868","Mir5110",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41869","Mir5112",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41870","Mir5113",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41871","Mir5114",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41872","Mir5116",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41873","Mir5118",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41874","Mir5119",0,4.29,4.01,0,1.34,0.7,0,0,1.3,-0.27,-2.02,0.26848,0.39618
"41875","Mir5120",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41876","Mir5121",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41877","Mir5122",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41878","Mir5123",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41879","Mir5124a",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41880","Mir5124b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41881","Mir5125",32.07,42.85,48.15,41.98,12.08,11.24,1.79,1.35,23.9,-2.2,-2.62,1.62972234034819e-06,9.87256968761948e-06
"41882","Mir5126",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41883","Mir5127",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41884","Mir5128",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41885","Mir5129",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41886","Mir5130",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41887","Mir5131",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41888","Mir5132",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41889","Mir5133",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41890","Mir5134",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41891","Mir5135",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41892","Mir5136",1.78,6.43,1.34,5.25,2.01,0.7,2.68,1.35,2.7,-0.34,-1.19,0.24658,0.3711
"41893","Mir532",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41894","Mir539",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41895","Mir540",0,0,1.34,1.31,0,0.7,0,0.68,0.5,-0.08,-0.93,0.69814,NA
"41896","Mir541",1.78,0,2.67,2.62,0,0,0,0,0.9,-0.44,-3.7,0.09001,NA
"41897","Mir542",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41898","Mir543",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41899","Mir544",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41900","Mir546",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41901","Mir547",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41902","Mir551b",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41903","Mir5615-1",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41904","Mir5615-2",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41905","Mir5616",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"41906","Mir5617",0,0,0,0,0,0,0,0,0,0,NA,NA,NA
